opDate,Unnamed: 0,rzmre,rzye,rqmcl,rqyl,rqye,rzrqye
2016-08-29,0,19446515943,396330195592,7515529,76465993,821525361,397151720953
2016-08-30,0,19205781586,396776383866,11689099,80168720,854135336,397630519202
2016-08-31,0,20920039177,397999248893,11732254,83118834,901468958,398900717851
2016-09-01,0,20916321134,397570811304,8938935,81072137,891846504,398462657808
2016-09-02,0,19202021248,395974853401,8652380,71718340,871117401,396845970802
2016-09-05,0,17748067803,395605122665,9665686,73286226,884170548,396489293213
2016-09-06,0,27821018520,399371816383,15911163,78783488,944032443,400315848826
2016-09-07,0,26094578704,399149369472,14326021,84377153,954426327,400103795799
2016-09-08,0,22319623903,400149497276,8970056,86136877,985531294,401135028570
2016-09-09,0,22704002910,398710811034,7331995,83148380,945092502,399655903536
2016-09-12,0,25079428803,397396740923,13988227,80395174,929227492,398325968415
2016-09-13,0,18843872803,396391203565,9781532,82212933,948217312,397339420877
2016-09-14,0,16312385246,393414861047,5485912,74962367,889788953,394304650000
2016-09-19,0,15153218532,394070119476,10643811,79309129,936748575,395006868051
2016-09-20,0,14501641046,394236340314,6897031,80531303,947959658,395184299972
2016-09-21,0,15850972394,394829065691,8155178,82741386,986778800,395815844491
2016-09-22,0,19015214028,394417716166,8422688,83733672,999040713,395416756879
2016-09-23,0,16623272527,392478028148,4639665,78943309,954616637,393432644785
2016-09-26,0,18130939706,391915973566,6735335,79815149,931878756,392847852322
2016-09-27,0,15441692919,391522116061,7626815,78805078,937329013,392459445074
2016-09-28,0,12647713740,391037676977,6378306,74423014,858956034,391896633011
2016-09-29,0,14316000092,389909752333,8325472,74949237,870112861,390779865194
2016-09-30,0,11400848337,383297558357,3749476,68656107,811493882,384109052239
2016-10-10,0,23468260087,388279269192,12875193,74686401,889042257,389168311449
2016-10-11,0,20831288895,389740878122,15403268,82712848,912834215,390653712337
2016-10-12,0,19325740621,391864118459,9005341,86320600,966327434,392830445893
2016-10-13,0,18747946985,393092880883,12965275,92001236,1006366675,394099247558
2016-10-14,0,17922095120,393264940936,10190918,92379450,1031930712,394296871648
2016-10-17,0,19310828825,393765818993,9178762,93833823,1019022175,394784841168
2016-10-18,0,21752782833,396177389390,17560337,101895066,1106977821,397284367211
2016-10-19,0,21230068804,396905867316,7629957,96330646,1060376054,397966243370
2016-10-20,0,18866704001,397927575749,8024158,99890778,1105853402,399033429151
2016-10-21,0,19897354308,395953271652,8509168,94512517,1039793685,396993065337
2016-10-24,0,23617448635,397994048784,13893714,92048137,1067955305,399062004089
2016-10-25,0,21968684742,398931677232,12064154,92866643,1056689938,399988367170
2016-10-26,0,22337054454,399319081067,15912360,101588310,1093100247,400412181314
2016-10-27,0,18918533936,400160592773,6631838,101051912,1093995232,401254588005
2016-10-28,0,18780648462,397174457103,9551450,98357304,1089697185,398264154288
2016-10-31,0,16391859605,397452281214,7399467,90358180,1016416473,398468697687
2016-11-01,0,18779948673,398646778493,10543103,87110761,993416176,399640194669
2016-11-02,0,21157447475,397938926858,9968011,81578586,979079650,398918006508
2016-11-03,0,26648367834,400558708029,12894325,84850406,1029927904,401588635933
2016-11-04,0,20042793355,399195416354,10515940,73892775,906861667,400102278021
2016-11-07,0,20562219961,400518057984,11451738,75622642,908871757,401426929741
2016-11-08,0,20288597967,401188330399,10494743,74110187,880649992,402068980391
2016-11-09,0,26167494964,402213088135,11855629,76149741,910645602,403123733737
2016-11-10,0,25735329572,404451117866,11084843,76738997,917119182,405368237048
2016-11-11,0,30854767132,403981092732,13735010,73533027,871380787,404852473519
2016-11-14,0,32753377345,406357807606,11664026,74759926,887039233,407244846839
2016-11-15,0,26807565051,408574777587,13381382,77799399,918490862,409493268449
2016-11-16,0,26682271336,409765594730,10523437,75033277,889884869,410655479599
2016-11-17,0,22169038797,409874536216,8630648,73189461,871829581,410746365797
2016-11-18,0,21100913118,408848227402,8310855,72585501,854772665,409703000067
2016-11-21,0,22979485049,411210516959,9872817,71380356,838269541,412048786500
2016-11-22,0,27474463042,414404932883,11986220,73962413,867383404,415272316287
2016-11-23,0,29754857944,414442382028,11872194,75298244,901307476,415343689504
2016-11-24,0,27438671330,414718456434,10085013,74336875,896053634,415614510068
2016-11-25,0,27895056827,414763872691,10933684,72750134,895776741,415659649432
2016-11-28,0,28943928074,417033258657,11270634,75266118,897166947,417930425604
2016-11-29,0,28221336258,416610672433,13876803,78718008,920684429,417531356862
2016-11-30,0,25729353024,418866233722,8451948,75325551,870261947,419736495669
2016-12-01,0,23733459750,413799249921,10862928,78913184,929818301,414729068222
2016-12-02,0,25391709907,412178780476,9418167,75490895,884890749,413063671225
2016-12-05,0,21451668754,411035262002,9947572,74452910,900573292,411935835294
2016-12-06,0,17679446029,410874892524,9303696,72934382,868943122,411743835646
2016-12-07,0,18039666760,411690734368,10227961,74305128,876960423,412567694791
2016-12-08,0,18062229925,410814912650,10956140,77591078,902408170,411717320820
2016-12-09,0,17995484187,408979317619,8883228,73200524,853927099,409833244718
2016-12-12,0,23999487213,404526591160,13108002,74298243,835606290,405362197450
2016-12-13,0,15475611704,402988518796,11488282,70741485,785581967,403774100763
2016-12-14,0,15295587357,401736494191,11210278,69731863,776642539,402513136730
2016-12-15,0,15854039977,402724650672,9615152,68059545,762302875,403486953547
2016-12-16,0,13174990779,401027051146,7426785,65570269,746021583,401773072729
2016-12-19,0,12802880869,400477460646,10156314,64344728,713260810,401190721456
2016-12-20,0,12357305118,400522979991,8423912,62585060,693856834,401216836825
2016-12-21,0,12726951849,399771689847,7093585,60040105,670377205,400442067052
2016-12-22,0,11666890316,399136808751,8474196,61397558,699637426,399836446177
2016-12-23,0,12511981751,397449615771,9512971,61459366,689104021,398138719792
2016-12-26,0,13068764263,398026075858,10693161,62703378,706403811,398732479669
2016-12-27,0,10784761736,397445365428,9017332,60301056,673591353,398118956781
2016-12-28,0,10601340250,397511656554,11641898,62861594,676641306,398188297860
2016-12-29,0,10481995995,397325973437,8379921,62022930,658060932,397984034369
2016-12-30,0,9047930042,394025602787,5812475,52975284,571221475,394596824262
2017-01-03,0,11949189614,394745974498,11236155,57763822,620476395,395366450893
2017-01-04,0,15111669330,394327908532,10668831,57911994,615399668,394943308200
2017-01-05,0,14060627375,393350744378,10984438,60645257,648842890,393999587268
2017-01-06,0,13797467633,391952345803,8052902,54472696,584344284,392536690087
2017-01-09,0,13112550223,391750039175,11537817,56296264,596182624,392346221799
2017-01-10,0,13157783401,391175614544,10468762,58168501,620521071,391796135615
2017-01-11,0,12361362225,390542979631,11533943,60529909,618242435,391161222066
2017-01-12,0,11647984852,389794524910,15121077,65290623,621970210,390416495120
2017-01-13,0,11116147615,387631682716,12087177,57985858,604390844,388236073560
2017-01-16,0,15356043369,382711116602,15134330,58960261,607145568,383318262170
